"""Usually, there’s something being used against them or they’re being manipulated in some way,"" Chief Deputy District Attorney Kristine Reed said",Sexual Exploitation
The man pretended to be a woman over facebook and lured young women and girls into being prostitutes. He (disguised as a women) would tell them to go to his house to have sex with him.,Sexual Exploitation
Kidnapping,Sexual Exploitation
Kidnapping,Sexual Exploitation
"Chinese Aslyum seekers and immigrants looking for jobs, tricked into believing they would find security. Instead they were trafficked into prostitution",Sexual Exploitation
Kidnapping,Child Sexual Exploitation
Kidnapping,Child Sexual Exploitation
Kidnapping,Child Sexual Exploitation
Kidnapping,Child Sexual Exploitation
One victim met a couple on snapchat who coerced her into sex work,Child Sexual Exploitation
"In Arrellano picked up two men from a Modesto business known as a place where day laborers congregate, telling the men she needed help working on a landscaping project at a home in Calaveras County. The brothers worked at a home in West Point for several days before being taken by force to a nearby marijuana cultivation site, where they were threatened.",Labour Exploitation
"In Arrellano picked up two men from a Modesto business known as a place where day laborers congregate, telling the men she needed help working on a landscaping project at a home in Calaveras County. The brothers worked at a home in West Point for several days before being taken by force to a nearby marijuana cultivation site, where they were threatened.",Labour Exploitation
"In advertisements seeking workers on the internet and India-based newspapers, the couple made false claims regarding wages and duties of employment",Forced Labour
"In advertisements seeking workers on the internet and India-based newspapers, the couple made false claims regarding wages and duties of employment",Forced Labour
Kidnapping,Sexual Exploitation
Kidnapping,Sexual Exploitation
Kidnapping,Sexual Exploitation
Mother offering daughter for sexual exploitation,Child Sexual Exploitation
Mother offering daughter for sexual exploitation,Child Sexual Exploitation
Recruitment Agency,Labour Exploitation
Recruitment Agency,Labour Exploitation
Friend said to go to Europe,Sexual Exploitation
Friend said to go to Europe,Sexual Exploitation
Friend said to go to Europe,Sexual Exploitation
promises of lucrative work in bars and restaurants in Bahrain,Sexual Exploitation
promises of lucrative work in bars and restaurants in Bahrain,Sexual Exploitation
promises of lucrative work in bars and restaurants in Bahrain,Sexual Exploitation
Promised work in the US,Sexual Exploitation
Promised work in the US,Sexual Exploitation
Promised work in the US,Sexual Exploitation
Promised work in the US,Sexual Exploitation
Promised work in the US by Mrs Ebunoluwa Bankole,Sexual Exploitation
Promised work in the US by Mrs Ebunoluwa Bankole,Sexual Exploitation
Promised work in the US by Mrs Ebunoluwa Bankole,Sexual Exploitation
The traffickers talked to the Polish victims and promised them good work and medical insurance to get them to come to Germany.,Labour Exploitation 
The traffickers talked to the Polish victims and promised them good work and medical insurance to get them to come to Germany. ,Labour Exploitation
The traffickers talked to the Polish victims and promised them good work and medical insurance to get them to come to Germany. ,Labour Exploitation
The traffickers talked to the Polish victims and promised them good work and medical insurance to get them to come to Germany. ,Labour Exploitation
"The trafficker was owner of a haulage firm in Germany. In 2008, he bought a haulage firm in Czech Republic and used it as an office to recruit haulage drivers for his haulage firm in Germany and promised them a well-paid work.",Labour Exploitation
The trafficker met the victim and asked her to come to Germany to take care of the trafficker's mother for money.,Domestic Servitude
The trafficker was in contact with the victim and asked her to fly to Germany with the trafficker's mother for a well-paid job.,Labour Exploitation
"The trafficker, with Maroccoan background, got about 40 people from Marocco to work for him in his Circus show. He got them visa and contracts.",Labour Exploitation
"The victim met a female German citizen living in Romania, who liaised with the female trafficker without knowing about the circumstances of the work. The female trafficker was looking for workers and the woman sent them there.",Labour Exploitation
"The victim met a female German citizen living in Romania, who liaised with the female trafficker without knowing about the circumstances of the work. The female trafficker was looking for workers and the woman sent them there.",Labour Exploitation
"The victim met a female German citizen living in Romania, who liaised with the female trafficker without knowing about the circumstances of the work. The female trafficker was looking for workers and the woman sent them there.",Labour Exploitation
"The victim met a female German citizen living in Romania, who liaised with the female trafficker without knowing about the circumstances of the work. The female trafficker was looking for workers and the woman sent them there.",Labour Exploitation
The victim was recruited by the brother of the trafficker in Addis Abeba on the 6th of August 2003 and he put her into contact with his brother.,Labour Exploitation
The victim was recruited by the brother of the trafficker in Addis Abeba on the 6th of August 2003 and he put her into contact with his brother.,Domestic Servitude
"The victim met a friend o the trafficker in Romania, who promised her she could work for the trafficker in Germany as a dancer.",Sexual Exploitation
"The, pressumably, Romanian trafficker/ helper told a lot of people in Romania abput a good job they could have in Germany. He said they would be well paid and have a medical insurance.",Labour Exploitation
"The, pressumably, Romanian trafficker/ helper told a lot of people in Romania abput a good job they could have in Germany. He said they would be well paid and have a medical insurance.",Labour Exploitation
"The, pressumably, Romanian trafficker/ helper told a lot of people in Romania abput a good job they could have in Germany. He said they would be well paid and have a medical insurance.",Labour Exploitation
"The trafficker had contacts with the victim and promised her a paid job in the trafficker's household, a medical insurance and a language course.",Domestic Servitude
Promise of a job,Labour Exploitation
Job attraction,Sexual exploitation
Promise of better life etc.,Labour exploitation
"Offer of work, housing. Isolation from local community",Labour exploitation
Promise of job,Labour exploitation
"Job given, migrants are vulnerable",Labour exploitation
Better life promised,Labour exploitation
Promised job in England of £70 / week.,Labour exploitation
Promised jobs,Sexual Exploitation
Promised jobs,Sexual Exploitation
Promised jobs,Sexual Exploitation
Promised jobs,Sexual Exploitation
On-going investigation,Sexual Exploitation
Violence and Grooming,Forced Criminality
"Promises of better life in UK and well-paid work, debt bondage.",Labour Exploitation
"Promises of better life and well paid work in UK, controlled accommodation",Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of employment and food,Labour Exploitation
Promises of good employment in Britain,Sexual Exploitation
Promises of UK citizenship and successful careers,Sexual Exploitation
Promises of employment as waitress,Sexual Exploitation
Promises of employment,Sexual Exploitation
Kidnapping,Child Sexual Exploitation
Recruited female sex workers through faux modelling business and forced prostitution,Sexual Exploitation
Abduction,Child Sexual Exploitation
Abduction,Child Sexual Exploitation
"Bought victim dinner, plied her with alcohol and incarcerated her",Child Sexual Exploitation
Recruited by a 16 year old friend of Geeter's who promised a lift to visit San Francisco,Child Sexual Exploitation
Trafficker befriended victim and claimed she was taking her on a family vacation,Child Sexual Exploitation
Promise of lucrative employment and free rent,Labour Exploitation
Promise of lucrative employment and free rent,Labour Exploitation
Befriended ,Child Sexual Exploitation
Offered to look after runaway,Child Sexual Exploitation
Abduction,Child Sexual Exploitation
Trafficker used social media websites to befriend teenage girls and convince them into working as prostitutes,Child Sexual Exploitation
Kidnapping,Sexual Exploitation
"Fraudulently induced into prostitution",Sexual Exploitation
Victim was missing from home before she met traffickers. They convinced her that they would return her home. Through manipulation and fear they forced her into sex work.,Child Sexual Exploitation
Met Gomez on social media and he used fear and intimidation to engage her into prostitution,Sexual Exploitation
Groomed them online via social media.  Alvarez pretended to be a woman on Facebook,Sexual Exploitation
